"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 07 04:26:50 UTC 2024","Thu Mar 07 04:27:10 UTC 2024","19617","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Work on location","should post project without Work on location",""
"passed","Thu Mar 07 05:02:56 UTC 2024","Thu Mar 07 05:09:34 UTC 2024","397938","","My Network: [FNN-1027] Invite freelancers","","My Network: [FNN-1027] Invite freelancers","should invite multiple freelancers","should invite multiple freelancers",""
"passed","Thu Mar 07 04:11:35 UTC 2024","Thu Mar 07 04:11:45 UTC 2024","10783","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without last name","should subscribe without last name",""
"passed","Thu Mar 07 04:36:24 UTC 2024","Thu Mar 07 04:36:31 UTC 2024","7472","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email without first name","should invite manually via email without first name",""
"passed","Thu Mar 07 04:10:00 UTC 2024","Thu Mar 07 04:11:25 UTC 2024","85014","","Subscribe: [FNN-2167] 500 € signup bonus","","Subscribe: [FNN-2167] 500 € signup bonus","should verify 500€ signup bonus","should verify 500€ signup bonus",""
"passed","Thu Mar 07 04:21:47 UTC 2024","Thu Mar 07 04:22:24 UTC 2024","37104","","My Profile: [FNN-718] Add portfolio Negative","","My Profile: [FNN-718] Add portfolio Negative","should add portfolio without Type","should add portfolio without Type",""
"passed","Thu Mar 07 04:50:30 UTC 2024","Thu Mar 07 04:52:20 UTC 2024","109699","","Freelancer search: [FNN-924] Freelancer search as CR user","","Freelancer search: [FNN-924] Freelancer search as CR user","should filter freelancers by Availability","should filter freelancers by Availability",""
"passed","Thu Mar 07 04:27:50 UTC 2024","Thu Mar 07 04:28:08 UTC 2024","17828","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without End date","should post project without End date",""
"passed","Thu Mar 07 04:12:12 UTC 2024","Thu Mar 07 04:12:16 UTC 2024","3788","","Login: [FNN-574] Log in from the Login page Negative","","Login: [FNN-574] Log in from the Login page Negative","should log in without password","should log in without password",""
"passed","Thu Mar 07 05:05:16 UTC 2024","Thu Mar 07 05:05:40 UTC 2024","24025","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project with wrong email","should post project with wrong email",""
"passed","Thu Mar 07 04:31:08 UTC 2024","Thu Mar 07 04:31:10 UTC 2024","2455","","Settings: [FNN-678] Delete account without subscription","","Settings: [FNN-678] Delete account without subscription","should receive a ""account deleted"" letter","should receive a ""account deleted"" letter",""
"passed","Thu Mar 07 05:07:12 UTC 2024","Thu Mar 07 05:08:16 UTC 2024","63669","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","should subscribe as the freelancer with recipient details and accept the invitation","should subscribe as the freelancer with recipient details and accept the invitation",""
"passed","Thu Mar 07 04:43:03 UTC 2024","Thu Mar 07 04:43:11 UTC 2024","7935","","Freelancer search: [FNN-816] Create list Functionality","","Freelancer search: [FNN-816] Create list Functionality","should re-open original search","should re-open original search",""
"passed","Thu Mar 07 04:10:58 UTC 2024","Thu Mar 07 04:11:03 UTC 2024","5636","","Login: [FNN-563] Log in from the header Negative","","Login: [FNN-563] Log in from the header Negative","should log in with invalid credentials","should log in with invalid credentials",""
"passed","Thu Mar 07 05:04:38 UTC 2024","Thu Mar 07 05:04:42 UTC 2024","4102","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add language without levels","should add language without levels",""
"passed","Thu Mar 07 04:56:17 UTC 2024","Thu Mar 07 04:56:29 UTC 2024","12568","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without company name","should subscribe as CR without company name",""
"passed","Thu Mar 07 04:11:29 UTC 2024","Thu Mar 07 04:11:58 UTC 2024","29377","","Login: [FNN-574] Log in from the Login page Negative","","Login: [FNN-574] Log in from the Login page Negative","should log in with valid email and invalid password","should log in with valid email and invalid password",""
"broken","Thu Mar 07 04:33:01 UTC 2024","Thu Mar 07 04:34:50 UTC 2024","108722","","My Network: [FNN-1027] Invite freelancers","","My Network: [FNN-1027] Invite freelancers","""before all"" hook for [FNN-1027] Invite freelancers","""before all"" hook for [FNN-1027] Invite freelancers",""
"passed","Thu Mar 07 04:57:35 UTC 2024","Thu Mar 07 04:57:47 UTC 2024","11198","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without phone number","should subscribe as CR without phone number",""
"passed","Thu Mar 07 05:08:16 UTC 2024","Thu Mar 07 05:09:22 UTC 2024","65819","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","should check My Dashboard and My Transactions page for the signup bonus as the inviter user","should check My Dashboard and My Transactions page for the signup bonus as the inviter user",""
"passed","Thu Mar 07 04:27:58 UTC 2024","Thu Mar 07 04:28:14 UTC 2024","15980","","Settings: [FNN-672] Change email address Negative","","Settings: [FNN-672] Change email address Negative","should change email address with invalid email format","should change email address with invalid email format",""
"passed","Thu Mar 07 04:45:53 UTC 2024","Thu Mar 07 04:49:40 UTC 2024","227193","","[FNN-661] Send interest","","[FNN-661] Send interest","should send interest in the employer's project","should send interest in the employer's project",""
"passed","Thu Mar 07 04:36:03 UTC 2024","Thu Mar 07 04:36:15 UTC 2024","11179","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Posted since Last 7 days","should filter projects by Posted since Last 7 days",""
"passed","Thu Mar 07 04:35:53 UTC 2024","Thu Mar 07 04:36:03 UTC 2024","9942","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Posted since Last 3 days","should filter projects by Posted since Last 3 days",""
"passed","Thu Mar 07 04:27:10 UTC 2024","Thu Mar 07 04:27:30 UTC 2024","19742","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Location","should post project without Location",""
"passed","Thu Mar 07 04:32:01 UTC 2024","Thu Mar 07 04:33:22 UTC 2024","80413","","Settings: [FNN-676] Change profile settings","","Settings: [FNN-676] Change profile settings","i don't want to display my profile in the database","i don't want to display my profile in the database",""
"passed","Thu Mar 07 04:26:31 UTC 2024","Thu Mar 07 04:26:50 UTC 2024","19818","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Budget","should post project without Budget",""
"passed","Thu Mar 07 04:55:01 UTC 2024","Thu Mar 07 04:57:32 UTC 2024","151048","","CR: [FNN-749] Invite to the organization manually Positive","","CR: [FNN-749] Invite to the organization manually Positive","should invite manually to the organization with valid recipient details","should invite manually to the organization with valid recipient details",""
"passed","Thu Mar 07 04:10:03 UTC 2024","Thu Mar 07 04:10:58 UTC 2024","55097","","Login: [FNN-563] Log in from the header Negative","","Login: [FNN-563] Log in from the header Negative","should log in with valid email and invalid password","should log in with valid email and invalid password",""
"passed","Thu Mar 07 05:04:53 UTC 2024","Thu Mar 07 05:05:16 UTC 2024","22410","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without email","should post project without email",""
"passed","Thu Mar 07 04:18:06 UTC 2024","Thu Mar 07 04:18:34 UTC 2024","27869","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Incorrect number decline","should upgrade account to Standard 1 month: Incorrect number decline",""
"passed","Thu Mar 07 04:27:12 UTC 2024","Thu Mar 07 04:28:16 UTC 2024","64486","","Settings: [FNN-673] Confirm email address","","Settings: [FNN-673] Confirm email address","should confirm email address","should confirm email address",""
"passed","Thu Mar 07 04:41:10 UTC 2024","Thu Mar 07 04:42:17 UTC 2024","66850","","Freelancer search: [FNN-815] Freelancer search as non-CR user","","Freelancer search: [FNN-815] Freelancer search as non-CR user","should filter freelancers by Skills","should filter freelancers by Skills",""
"passed","Thu Mar 07 05:04:08 UTC 2024","Thu Mar 07 05:04:30 UTC 2024","22192","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without first name","should post project without first name",""
"passed","Thu Mar 07 04:44:43 UTC 2024","Thu Mar 07 04:46:18 UTC 2024","94786","","Create Profile: [FNN-683] Create profile Positive","","Create Profile: [FNN-683] Create profile Positive","should create profile with valid data","should create profile with valid data",""
"passed","Thu Mar 07 04:57:32 UTC 2024","Thu Mar 07 04:57:51 UTC 2024","19212","","CR: [FNN-749] Invite to the organization manually Positive","","CR: [FNN-749] Invite to the organization manually Positive","should accept invitation","should accept invitation",""
"passed","Thu Mar 07 04:56:00 UTC 2024","Thu Mar 07 04:57:10 UTC 2024","69406","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without email","should invite manually to the organization without email",""
"passed","Thu Mar 07 04:36:25 UTC 2024","Thu Mar 07 04:38:18 UTC 2024","112566","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Number of responses","should filter projects by Number of responses",""
"passed","Thu Mar 07 04:12:04 UTC 2024","Thu Mar 07 04:12:09 UTC 2024","4870","","Login: [FNN-574] Log in from the Login page Negative","","Login: [FNN-574] Log in from the Login page Negative","should log in with wrong email format","should log in with wrong email format",""
"passed","Thu Mar 07 04:17:45 UTC 2024","Thu Mar 07 04:17:56 UTC 2024","11672","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Language","should add Language",""
"passed","Thu Mar 07 04:26:07 UTC 2024","Thu Mar 07 04:26:17 UTC 2024","10492","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Category","should post project without Category",""
"failed","Thu Mar 07 04:58:54 UTC 2024","Thu Mar 07 05:01:22 UTC 2024","148475","","My Profile: [FNN-669] Edit account details Positive","","My Profile: [FNN-669] Edit account details Positive","should edit freelancer account details with valid information","should edit freelancer account details with valid information",""
"broken","Thu Mar 07 05:14:30 UTC 2024","Thu Mar 07 05:16:02 UTC 2024","91518","","My Transactions: [FNN-1432] Milestones project: Start project. Negative","","My Transactions: [FNN-1432] Milestones project: Start project. Negative","""before all"" hook for [FNN-1432] Milestones project: Start project. Negative","""before all"" hook for [FNN-1432] Milestones project: Start project. Negative",""
"passed","Thu Mar 07 05:09:08 UTC 2024","Thu Mar 07 05:10:05 UTC 2024","57208","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without passwords matching","should post project without passwords matching",""
"passed","Thu Mar 07 04:43:11 UTC 2024","Thu Mar 07 04:44:03 UTC 2024","51869","","Freelancer search: [FNN-816] Create list Functionality","","Freelancer search: [FNN-816] Create list Functionality","should remove created list","should remove created list",""
"passed","Thu Mar 07 04:17:28 UTC 2024","Thu Mar 07 04:17:37 UTC 2024","9069","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Qualities","should add Qualities",""
"broken","Thu Mar 07 05:01:07 UTC 2024","Thu Mar 07 05:02:51 UTC 2024","104104","","Post Project: [FNN-650] Post project without account Positive","","Post Project: [FNN-650] Post project without account Positive","should post a project as an unregistered user with valid project data","should post a project as an unregistered user with valid project data",""
"passed","Thu Mar 07 04:29:12 UTC 2024","Thu Mar 07 04:32:01 UTC 2024","168650","","Settings: [FNN-676] Change profile settings","","Settings: [FNN-676] Change profile settings","it's not possible to contact me through the contact button on my profile","it's not possible to contact me through the contact button on my profile",""
"passed","Thu Mar 07 04:47:07 UTC 2024","Thu Mar 07 04:48:21 UTC 2024","73408","","[FNN-717] Edit email settings","","[FNN-717] Edit email settings","should edit Email settings and verify that the settings are saved","should edit Email settings and verify that the settings are saved",""
"broken","Thu Mar 07 05:11:21 UTC 2024","Thu Mar 07 05:12:56 UTC 2024","95010","","My Transactions: [FNN-1430] Milestones project: In retrospect. Positive","","My Transactions: [FNN-1430] Milestones project: In retrospect. Positive","""before all"" hook for [FNN-1430] Milestones project: In retrospect. Positive","""before all"" hook for [FNN-1430] Milestones project: In retrospect. Positive",""
"passed","Thu Mar 07 05:05:07 UTC 2024","Thu Mar 07 05:05:17 UTC 2024","10748","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 3 without 2 rating","should pass step 3 without 2 rating",""
"failed","Thu Mar 07 05:07:02 UTC 2024","Thu Mar 07 05:08:04 UTC 2024","62805","","My Network: [FNN-1233] Invite manually via email without custom message with signup bonus","","My Network: [FNN-1233] Invite manually via email without custom message with signup bonus","should invite manually via email with valid recipient data and without message","should invite manually via email with valid recipient data and without message",""
"passed","Thu Mar 07 04:36:41 UTC 2024","Thu Mar 07 04:36:47 UTC 2024","6028","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via sms without phone number","should invite manually via sms without phone number",""
"passed","Thu Mar 07 04:17:02 UTC 2024","Thu Mar 07 04:17:18 UTC 2024","15858","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Certificate","should add Certificate",""
"passed","Thu Mar 07 04:57:20 UTC 2024","Thu Mar 07 04:57:35 UTC 2024","15164","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR with taken email","should subscribe as CR with taken email",""
"passed","Thu Mar 07 04:12:25 UTC 2024","Thu Mar 07 04:12:37 UTC 2024","11869","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without phone number","should subscribe without phone number",""
"passed","Thu Mar 07 04:49:27 UTC 2024","Thu Mar 07 04:50:30 UTC 2024","63868","","Freelancer search: [FNN-924] Freelancer search as CR user","","Freelancer search: [FNN-924] Freelancer search as CR user","should filter freelancers by Years of experience","should filter freelancers by Years of experience",""
"passed","Thu Mar 07 04:48:59 UTC 2024","Thu Mar 07 04:49:27 UTC 2024","27824","","Freelancer search: [FNN-924] Freelancer search as CR user","","Freelancer search: [FNN-924] Freelancer search as CR user","should filter freelancers by Hourly Rate","should filter freelancers by Hourly Rate",""
"passed","Thu Mar 07 04:34:49 UTC 2024","Thu Mar 07 04:35:22 UTC 2024","32577","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Fixed price","should filter projects by Fixed price",""
"passed","Thu Mar 07 04:18:34 UTC 2024","Thu Mar 07 04:19:37 UTC 2024","62865","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Exceeding velocity limit decline","should upgrade account to Standard 1 month: Exceeding velocity limit decline",""
"passed","Thu Mar 07 05:04:46 UTC 2024","Thu Mar 07 05:04:51 UTC 2024","4135","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add language without writing level","should add language without writing level",""
"passed","Thu Mar 07 04:14:15 UTC 2024","Thu Mar 07 04:14:49 UTC 2024","33553","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without data","should subscribe without data",""
"passed","Thu Mar 07 04:36:47 UTC 2024","Thu Mar 07 04:36:57 UTC 2024","10117","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via sms with invalid phone number","should invite manually via sms with invalid phone number",""
"passed","Thu Mar 07 04:14:30 UTC 2024","Thu Mar 07 04:16:20 UTC 2024","110549","","Upgrade: [FNN-658] Upgrade account Positive","","Upgrade: [FNN-658] Upgrade account Positive","should upgrade account to Premium 1 month","should upgrade account to Premium 1 month",""
"failed","Thu Mar 07 05:05:40 UTC 2024","Thu Mar 07 05:06:25 UTC 2024","44665","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project with taken email","should post project with taken email",""
"passed","Thu Mar 07 04:08:31 UTC 2024","Thu Mar 07 04:08:59 UTC 2024","27525","","Subscribe: [FNN-578] Subscribe Positive","","Subscribe: [FNN-578] Subscribe Positive","should subscribe with valid credentials","should subscribe with valid credentials",""
"passed","Thu Mar 07 05:07:35 UTC 2024","Thu Mar 07 05:08:00 UTC 2024","24997","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project with wrong phone number","should post project with wrong phone number",""
"passed","Thu Mar 07 05:04:30 UTC 2024","Thu Mar 07 05:04:53 UTC 2024","23104","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without last name","should post project without last name",""
"passed","Thu Mar 07 04:50:19 UTC 2024","Thu Mar 07 04:52:54 UTC 2024","155849","","[FNN-661] Send interest","","[FNN-661] Send interest","should check if the freelancer user on the project","should check if the freelancer user on the project",""
"passed","Thu Mar 07 04:11:57 UTC 2024","Thu Mar 07 04:12:10 UTC 2024","13347","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe with wrong email format","should subscribe with wrong email format",""
"passed","Thu Mar 07 04:44:46 UTC 2024","Thu Mar 07 04:45:32 UTC 2024","45336","","Create Profile: [FNN-684] Create profile Negative","","Create Profile: [FNN-684] Create profile Negative","should create profile without required fields","should create profile without required fields",""
"passed","Thu Mar 07 05:04:16 UTC 2024","Thu Mar 07 05:04:27 UTC 2024","11222","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 with invalid website format","should pass step 2 with invalid website format",""
"passed","Thu Mar 07 04:58:41 UTC 2024","Thu Mar 07 04:58:56 UTC 2024","14635","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR with short password","should subscribe as CR with short password",""
"passed","Thu Mar 07 04:31:44 UTC 2024","Thu Mar 07 04:34:23 UTC 2024","158642","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Category","should filter projects by Category",""
"passed","Thu Mar 07 04:36:14 UTC 2024","Thu Mar 07 04:36:24 UTC 2024","9513","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email with wrong email format","should invite manually via email with wrong email format",""
"passed","Thu Mar 07 04:16:43 UTC 2024","Thu Mar 07 04:18:39 UTC 2024","116452","","My Profile: [FNN-695] Add portfolio Positive","","My Profile: [FNN-695] Add portfolio Positive","should add portfolio","should add portfolio",""
"failed","Thu Mar 07 05:03:12 UTC 2024","Thu Mar 07 05:03:39 UTC 2024","26354","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without period from","should add education without period from",""
"passed","Thu Mar 07 05:04:51 UTC 2024","Thu Mar 07 05:05:24 UTC 2024","33100","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add language without reading level","should add language without reading level",""
"passed","Thu Mar 07 05:05:39 UTC 2024","Thu Mar 07 05:05:49 UTC 2024","9776","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 3 without comments","should pass step 3 without comments",""
"passed","Thu Mar 07 04:56:54 UTC 2024","Thu Mar 07 04:57:07 UTC 2024","12589","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without email","should subscribe as CR without email",""
"passed","Thu Mar 07 04:12:52 UTC 2024","Thu Mar 07 04:13:07 UTC 2024","15644","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe with taken phone number","should subscribe with taken phone number",""
"passed","Thu Mar 07 04:48:01 UTC 2024","Thu Mar 07 04:48:28 UTC 2024","27215","","Freelancer search: [FNN-924] Freelancer search as CR user","","Freelancer search: [FNN-924] Freelancer search as CR user","should filter freelancers by Category","should filter freelancers by Category",""
"passed","Thu Mar 07 04:54:58 UTC 2024","Thu Mar 07 04:56:17 UTC 2024","78542","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without sector","should subscribe as CR without sector",""
"broken","Thu Mar 07 05:10:13 UTC 2024","Thu Mar 07 05:13:38 UTC 2024","204193","","[FNN-667] Send contact","","[FNN-667] Send contact","should send a contact","should send a contact",""
"passed","Thu Mar 07 04:16:27 UTC 2024","Thu Mar 07 04:17:01 UTC 2024","33544","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Expired card decline","should upgrade account to Standard 1 month: Expired card decline",""
"passed","Thu Mar 07 04:24:55 UTC 2024","Thu Mar 07 04:25:41 UTC 2024","45680","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without step 1","should post project without step 1",""
"passed","Thu Mar 07 04:08:31 UTC 2024","Thu Mar 07 04:09:47 UTC 2024","75309","","Login: [FNN-647] Log in from the header Positive","","Login: [FNN-647] Log in from the header Positive","should log in with valid credentials","should log in with valid credentials",""
"passed","Thu Mar 07 04:58:16 UTC 2024","Thu Mar 07 04:58:29 UTC 2024","12882","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without password","should subscribe as CR without password",""
"passed","Thu Mar 07 04:27:02 UTC 2024","Thu Mar 07 04:27:58 UTC 2024","55898","","Settings: [FNN-672] Change email address Negative","","Settings: [FNN-672] Change email address Negative","should change email address without password","should change email address without password",""
"passed","Thu Mar 07 04:57:15 UTC 2024","Thu Mar 07 04:57:20 UTC 2024","4993","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without first name","should invite manually to the organization without first name",""
"passed","Thu Mar 07 04:48:21 UTC 2024","Thu Mar 07 04:48:59 UTC 2024","37815","","[FNN-717] Edit email settings","","[FNN-717] Edit email settings","should edit Notification settings and verify that the settings are saved","should edit Notification settings and verify that the settings are saved",""
"passed","Thu Mar 07 04:18:50 UTC 2024","Thu Mar 07 04:20:42 UTC 2024","111921","","My Profile: [FNN-699] Request reference Positive","","My Profile: [FNN-699] Request reference Positive","should add experience and request reference","should add experience and request reference",""
"passed","Thu Mar 07 04:14:03 UTC 2024","Thu Mar 07 04:14:15 UTC 2024","12055","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without agreeing to the Terms and Conditions","should subscribe without agreeing to the Terms and Conditions",""
"passed","Thu Mar 07 04:57:10 UTC 2024","Thu Mar 07 04:57:15 UTC 2024","5783","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually via email with wrong email format","should invite manually via email with wrong email format",""
"failed","Thu Mar 07 05:03:39 UTC 2024","Thu Mar 07 05:04:08 UTC 2024","29337","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without period to","should add education without period to",""
"passed","Thu Mar 07 04:17:18 UTC 2024","Thu Mar 07 04:17:28 UTC 2024","9557","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Motivation","should add Motivation",""
"failed","Thu Mar 07 05:05:32 UTC 2024","Thu Mar 07 05:06:34 UTC 2024","61946","","My Network: [FNN-619] Invite manually via sms with signup bonus","","My Network: [FNN-619] Invite manually via sms with signup bonus","should invite manually via sms with valid recipient details","should invite manually via sms with valid recipient details",""
"passed","Thu Mar 07 04:15:55 UTC 2024","Thu Mar 07 04:16:27 UTC 2024","31987","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Stolen card decline","should upgrade account to Standard 1 month: Stolen card decline",""
"passed","Thu Mar 07 05:03:07 UTC 2024","Thu Mar 07 05:03:12 UTC 2024","5244","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without education","should add education without education",""
"passed","Thu Mar 07 04:12:56 UTC 2024","Thu Mar 07 04:13:03 UTC 2024","6673","","Reset password: [FNN-655] Reset password Negative","","Reset password: [FNN-655] Reset password Negative","should reset password without data","should reset password without data",""
"passed","Thu Mar 07 04:40:42 UTC 2024","Thu Mar 07 04:41:10 UTC 2024","28493","","Freelancer search: [FNN-815] Freelancer search as non-CR user","","Freelancer search: [FNN-815] Freelancer search as non-CR user","should filter freelancers by Hourly Rate","should filter freelancers by Hourly Rate",""
"passed","Thu Mar 07 04:34:35 UTC 2024","Thu Mar 07 04:34:49 UTC 2024","13543","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Location","should filter projects by Location",""
"passed","Thu Mar 07 04:30:09 UTC 2024","Thu Mar 07 04:31:08 UTC 2024","58560","","Settings: [FNN-678] Delete account without subscription","","Settings: [FNN-678] Delete account without subscription","should delete account without subscription","should delete account without subscription",""
"skipped","Thu Mar 07 05:14:47 UTC 2024","Thu Mar 07 05:16:38 UTC 2024","110767","","My Projects: [FNN-971] Complete project Positive","","My Projects: [FNN-971] Complete project Positive","should check review as freelancer user","should check review as freelancer user",""
"passed","Thu Mar 07 04:58:29 UTC 2024","Thu Mar 07 04:58:41 UTC 2024","12187","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without repeat password","should subscribe as CR without repeat password",""
"passed","Thu Mar 07 04:21:05 UTC 2024","Thu Mar 07 04:21:53 UTC 2024","47967","","My Profile: [FNN-699] Request reference Positive","","My Profile: [FNN-699] Request reference Positive","should check the validated reference","should check the validated reference",""
"broken","Thu Mar 07 05:16:11 UTC 2024","Thu Mar 07 05:17:48 UTC 2024","97480","","My Transactions: [FNN-710] Milestones project: In advance. Positive","","My Transactions: [FNN-710] Milestones project: In advance. Positive","""before all"" hook for [FNN-710] Milestones project: In advance. Positive","""before all"" hook for [FNN-710] Milestones project: In advance. Positive",""
"passed","Thu Mar 07 04:31:23 UTC 2024","Thu Mar 07 04:33:06 UTC 2024","103340","","Settings: [FNN-808] Cancel downgrade","","Settings: [FNN-808] Cancel downgrade","should cancel downgrade","should cancel downgrade",""
"passed","Thu Mar 07 05:04:12 UTC 2024","Thu Mar 07 05:04:20 UTC 2024","7614","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add certificate without certificate","should add certificate without certificate",""
"passed","Thu Mar 07 05:04:45 UTC 2024","Thu Mar 07 05:05:07 UTC 2024","21715","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 3 without 1 rating","should pass step 3 without 1 rating",""
"passed","Thu Mar 07 04:28:32 UTC 2024","Thu Mar 07 04:29:27 UTC 2024","55318","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project with short Description","should post project with short Description",""
"passed","Thu Mar 07 04:26:47 UTC 2024","Thu Mar 07 04:28:18 UTC 2024","91024","","Settings: [FNN-671] Change email address Positive","","Settings: [FNN-671] Change email address Positive","should change email address with valid credentials","should change email address with valid credentials",""
"broken","Thu Mar 07 05:14:15 UTC 2024","Thu Mar 07 05:14:39 UTC 2024","23583","","My Network: [FNN-664] Invite freelancer","","My Network: [FNN-664] Invite freelancer","should accept an invitation","should accept an invitation",""
"passed","Thu Mar 07 05:04:20 UTC 2024","Thu Mar 07 05:04:29 UTC 2024","8952","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add certificate without organization","should add certificate without organization",""
